provincia;titulo;tipo_objeto;autor;fecha_periodo_obra;fecha_robo
Guayas;CUENTAS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CUENTAS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;FRAGMENTOS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERAS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CUENTAS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLLAR;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETES  ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLLAR;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETE ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLLAR;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETES  ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERAS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETES;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;PINZA CEREMONIAL ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLLAR;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;PINZA CEREMONIAL ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLLAR ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;PLACA ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;PARTE DE UN BRAZALETE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;FIGURA HUMANA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETES;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ANILLO ABIERTO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;IDOLO DE PIEDRA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;DISCOS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;BEZOTE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;OBJETO DESCONOCIDO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;GANCHO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CLAVO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;PENDIENTE DE ARETE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;OREJERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;MINIATURA   ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;GANCHO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CLAVO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CASCABEL;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CLAVO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CLAVO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ANILLO  ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CLAVO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CABEZA DE SERPIENTE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;DISCO ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;OREJERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;DISCO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLGANTE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLGANTE CON IMPERDIBLE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;OREJERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLGANTE DE ARETE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;OBJETO DE USO DESCONOCIDO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;OBJETO DE USO DESCONOCIDO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETE CON PENDIENTE DE PIEDRA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;BEZOTE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ESPACIADOR DE COLLAR;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLGANTE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;DISCO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;OBJETO DE USO DESCONOCIDO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;DISCO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;DISCO, PENDIENTE DE ARETE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;DISCO COLGANTE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;REPRESENTACION DE SILLA MANTEÑA EN MINIATURA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;GANCHO DE ARETE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLLAR;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CUENTA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ANILLO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ANILLO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLLAR;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLLAR;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERAS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLLAR;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLLAR;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ANILLO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLLAR ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;GANCHO DE ARETE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETES;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETE ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;VASIJA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ESPACIADOR DE COLLAR;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETES;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ANILLO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;HEBILLA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;HEBILLA;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERAS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CIRCULO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARETE;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CONO CIRCULAR;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;NARIGUERA ;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;OBJETO DESCONOCIDO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;DISCO;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CUENTAS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CUENTAS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;COLLAR;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CASCABELES;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;ARGOLLAS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CUENTAS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Guayas;CUENTAS;ARQUEOLÓGICO;ANÓNIMO;N/D;abril-1998
Pichincha;MUÑECAS DE TRAPO EN PARIS;PINTURA;ALBERTO COLOMA SILVA;N/D;ene-06
Pichincha;CARA AJOS;PINTURA;JOAQUIN PINTO;1903;ene-06
Pichincha;PIEZAS ARQUEOLOGICAS;ARQUEOLÓGICO;ANÓNIMO;N/D;N/E
Pichincha;VASIJA;ARQUEOLÓGICO;ANÓNIMO;N/D;17-nov-99
Pichincha;ANGELES;ESCULTURA;ANÓNIMO;N/D;N/E
Pichincha;PUÑAL;ARMAS Y APAREJOS MILITARES;ANÓNIMO;N/D;28-abr-05
Pichincha;BAYONETA;ARMAS Y APAREJOS MILITARES;ANÓNIMO;N/D;28-abr-05
Pichincha;MUJER DESNUDA;PINTURA;GUAYASAMIN;N/D;28-abr-05
Pichincha;RELOJ LONGINNES;INSTRUMENTAL CIENTIFICO;ANÓNIMO;N/D;28-abr-05
Pichincha;RELOJ RADO;INSTRUMENTAL CIENTIFICO;ANÓNIMO;N/D;28-abr-05
Chimborazo;VIRGEN DE LAS MERCEDES;PINTURA;ANÓNIMO;SIGLO XVIII;04-oct-00
Cotopaxi;VIRGEN IMACULADA;ESCULTURA;ANÓNIMO; SIGLO XX;30-nov-10
Cotopaxi;SAGRADO CORAZON DE MARIA ;PINTURA;ANÓNIMO; SIGLO XX;30-nov-10
Cotopaxi;ANGEL;ESCULTURA;ANÓNIMO; SIGLO XIX;30-nov-10
Cotopaxi;SAN PEDRO PAPA;ESCULTURA;ANÓNIMO; SIGLO XIX;30-nov-10
Cotopaxi;VIRGEN DEL CARMEN;ESCULTURA;ANÓNIMO; SIGLO XIX;30-nov-10
Cotopaxi;ANGEL;ESCULTURA;ANÓNIMO; SIGLO XX;30-nov-10
Cotopaxi;ANGEL;ESCULTURA;ANÓNIMO; SIGLO XX;30-nov-10
Cotopaxi;SAN ANTONIO;ESCULTURA;ANÓNIMO; SIGLO XIX;30-nov-10
Cotopaxi;VIRGEN DEL QUINCHE;ESCULTURA;ANÓNIMO;N/D;30-nov-10
Cotopaxi;SAN ISIDRO;ESCULTURA;ANÓNIMO;SIGLO XVIII;30-nov-10
Cotopaxi;ANGEL;ESCULTURA;ANÓNIMO;SIGLO XVIII;30-nov-10
Cotopaxi;ANGEL;ESCULTURA;ANÓNIMO;SIGLO XVIII;30-nov-10
Cotopaxi;ARCANGEL SAN MIGUEL;ESCULTURA;ANÓNIMO;SIGLO XVIII;30-nov-10
Cotopaxi;SAN JOSE;ESCULTURA;ANÓNIMO; SIGLO XIX - XX;30-nov-10
Pichincha;SANTO DOMINGO DE GUZMAN;PINTURA;ANÓNIMO;SIGLO XVIII;21-dic-10
Otros;MASCARA ANTROPOMORFA;ARQUEOLÓGICO;TOLITA - TUMACO;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;MASCARA ANTROPOMORFA;ARQUEOLÓGICO;JAMA COAQUE;500 a.C. a 500 d.C., y continua con el de Integración (500 D.C al 1500 D.C). Periodo Desarrollo Regional ;2011
Otros;MASCARA ANTROPOMORFA;ARQUEOLÓGICO;CUASMAL;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;COMPOTERA;ARQUEOLÓGICO;CUASMAL;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;COMPOTERA;ARQUEOLÓGICO;CUASMAL;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;COMPOTERA;ARQUEOLÓGICO;CUASMAL;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;COMPOTERA;ARQUEOLÓGICO;CUASMAL;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;COMPOTERA;ARQUEOLÓGICO;CUASMAL;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;COMPOTERA;ARQUEOLÓGICO;CUASMAL;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;COMPOTERA;ARQUEOLÓGICO;CUASMAL;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;COMPOTERA;ARQUEOLÓGICO;CUASMAL;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;COMPOTERA;ARQUEOLÓGICO;CUASMAL;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;FIGURIN;ARQUEOLÓGICO;NEGATIVO DEL CARCHI;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;FIGURIN;ARQUEOLÓGICO;NEGATIVO DEL CARCHI;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;PEDESTAL;ARQUEOLÓGICO;NEGATIVO DEL CARCHI;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;TAZON;ARQUEOLÓGICO;NEGATIVO DEL CARCHI;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;FIGURA;ARQUEOLÓGICO;NEGATIVO DEL CARCHI;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;PECTORAL;ARQUEOLÓGICO;NEGATIVO DEL CARCHI;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;COMPOTERA;ARQUEOLÓGICO;NEGATIVO DEL CARCHI;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;VASIJA GLOBULAR;ARQUEOLÓGICO;NEGATIVO DEL CARCHI;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;VASIJA;ARQUEOLÓGICO;GUANGALA;PERIODO DESARROLLO REGIONAL 500 a.C. al 500 D.C. Y DE INTEGRACIÓN (500 D.C al 1500 D.C). ;2011
Otros;FIGURIN ZOOMORFO;ARQUEOLÓGICO;JAMA COAQUE;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;FIGURIN VALDIVIA;ARQUEOLÓGICO;VALDIVIA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;2011
Otros;VENUS DE VALDIVIA;ARQUEOLÓGICO;VALDIVIA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;2011
Otros;BUQUE;ARQUEOLÓGICO;CHORRERA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;MANTEÑA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;2011
Otros;DIADEMA;ARQUEOLÓGICO;S/N;N/D;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;JAMA COAQUE;ca. 200 a 500 Dc;2011
Otros;MORTERO DE PIEDRA;ARQUEOLÓGICO;VALDIVIA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;2011
Otros;VENUS DE VALDIVIA;ARQUEOLÓGICO;VALDIVIA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;2011
Otros;COLLAR DE AGATA;ARQUEOLÓGICO;S/N;ca. AC 100 a 100 Dc;2011
Otros;VASIJA;ARQUEOLÓGICO;CHORRERA;ca. 1000 - 500 a. C.;2011
Otros;PIEZA MALACOLOGICA;ARQUEOLÓGICO;S/N;ca. 200 a 600 Dc;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;JAMA COAQUE;ca. 500 Dc;2011
Otros;FIGURA ZOOMORMA;ARQUEOLÓGICO;JAMA COAQUE;Ca 500 AD;2011
Otros;MORTERO ;ARQUEOLÓGICO;VALDIVIA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;JAMA COAQUE;ca. 500 Dc;2011
Otros;TORTERO MANTEÑO;ARQUEOLÓGICO;MANTEÑA;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;CONJUNTO DE TORTEROS MANTEÑOS;ARQUEOLÓGICO;MANTEÑA;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;TORTERO MANTEÑO;ARQUEOLÓGICO;MANTEÑA;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;TORTERO MANTEÑO;ARQUEOLÓGICO;MANTEÑA;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;TORTERO MANTEÑO;ARQUEOLÓGICO;MANTEÑA;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;MASCARON MANTEÑO;ARQUEOLÓGICO;MANTEÑA;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;CABEZA - JAMA COAQUE;ARQUEOLÓGICO;JAMA COAQUE;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;TORTERO MANTEÑO;ARQUEOLÓGICO;MANTEÑA;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;FIGURIN JAMA COAQUE;ARQUEOLÓGICO;JAMA COAQUE;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;VALDIVIA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;2011
Otros;VASIJA;ARQUEOLÓGICO;PURUHÁ;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;SELLO;ARQUEOLÓGICO;VALDIVIA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;BAHÍA ;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;JAMA COAQUE;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;HACHA;ARQUEOLÓGICO;VALDIVIA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;JAMA COAQUE;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;CUENCO;ARQUEOLÓGICO;GUANGALA;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;INCENSARIO;ARQUEOLÓGICO;LA TOLITA ;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;CONPOTERA;ARQUEOLÓGICO;MANTEÑA;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;JAMA COAQUE;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;JAMA COAQUE;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;COLLAR;ARQUEOLÓGICO;VALDIVIA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;GUANGALA;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;CONPOTERA;ARQUEOLÓGICO;NEGATIVO DEL CARCHI;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;FIGURA ZOOMORMA;ARQUEOLÓGICO;CHORRERA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;2011
Otros;MASCARA ;ARQUEOLÓGICO;LA TOLITA ;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;LA TOLITA ;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;JAMA COAQUE;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;JAMA COAQUE;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;CHORRERA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;2011
Otros;CUENCO;ARQUEOLÓGICO;CUASMAL;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;JAMA COAQUE;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;BAHÍA ;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;CHORRERA;PERÍODO FORMATIVO 1500 A.C a 500 A.C;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;LA TOLITA ;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;JAMA COAQUE;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;BAHÍA ;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;OCARINA;ARQUEOLÓGICO;BAHÍA ;"PERIODO INTEGRACIÓN 500 D.C. a 1500 D.C. 
";2011
Otros;FIGURA ANTROPOMORFA ;ARQUEOLÓGICO;LA TOLITA ;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
Otros;SELLO EN PLACA;ARQUEOLÓGICO;JAMA COAQUE;DESARROLLO REGIONAL 500 a.C. – 500 d.C.;2011
